GWL;x;y;eusr5000;aet;pdsi;pet;soil;srad;swe;NDVI;DHM
109.0458;441294.0172;5416689.124;120.7396;48.8558;-1.4403;63.2575;45.765;131.9183;2.5583;0.672;112
114.1737;453044.3422;5418954.225;133.5734;48.9675;-1.421;63.7225;47.6033;131.3767;2.7583;0.6864;117
95.0355;473199.42;5490686.693;133.5734;47.1717;-1.8868;64.5575;55.335;126.0392;2.0417;0.6526;97
96.2417;473440.3144;5477647.84;92.1853;48.3108;-1.8554;64.9658;54.695;127.1683;1.7917;0.5464;104
96.8192;474056.0613;5469458.073;92.1853;48.9817;-1.7717;66.165;53.7142;127.2583;1.7583;0.533;107
102.6894;471439.0851;5455187.765;92.1853;46.6208;-1.8293;64.1583;50.81;129.3275;2.2667;0.8162;121
106.2627;467303.7229;5446164.38;133.5734;46.43;-1.8109;64.1925;49.6708;129.8242;2.2583;0.8705;116
148.7039;408426.0806;5361700.962;120.7396;50.4708;-1.3577;64.6025;48.5742;133.2633;1.9417;0.7077;147
178.4171;409560.5774;5334129.906;133.5734;52.6775;-1.0456;64.5692;46.1392;134.335;2.475;0.6456;178
124.274;422935.3284;5394380.989;120.7396;49.6583;-1.5306;63.5992;47.8258;132.105;2.15;0.7759;124
104.0331;455189.5126;5434203.166;120.7396;46.5883;-1.7325;64.2067;46.385;130.6825;2.3333;0.5228;114
95.4029;471404.1296;5478044.696;92.1853;47.7242;-1.8643;64.9667;53.1475;127.2967;1.7833;0.6798;104
98.5037;474309.955;5466285.332;92.1853;48.4042;-1.854;65.1592;53.6075;127.8517;1.875;0.7918;112
106.2633;467303.7229;5446164.38;133.5734;46.43;-1.8109;64.1925;49.6708;129.8242;2.2583;0.8705;116
151.0964;409728.5564;5358820.107;120.7396;50.4708;-1.3577;64.6025;48.5742;133.2633;1.9417;0.6848;155
165.4182;403457.0105;5341701.913;120.7396;51.9983;-1.0908;64.6367;48.485;134.4017;2.3583;0.7741;166
177.8502;408810.8719;5333950.977;133.5734;52.6775;-1.0456;64.5692;46.1392;134.335;2.475;0.4192;178
237.2884;403662.9555;5307069.656;133.5734;50.3908;-0.957;64.06;38.235;135.71;2.5583;0.598;241
138.6262;415958.0916;5376688.006;120.7396;50.4075;-1.5033;64.3283;49.725;132.6183;1.9583;0.686;138
113.1463;441820.8045;5411634.136;120.7396;50.6058;-1.3032;64.1492;46.7517;131.4708;2.65;0.4957;120
100.4244;465223.5606;5455293.75;120.7396;46.3567;-1.8241;64.6075;49.1383;129.19;2.1083;0.7402;108
106.889;464630.7841;5442643.791;133.5734;46.5758;-1.8082;64.1692;49.1092;130.1167;2.2583;0.5807;109
141.6486;410663.2;5370891.309;120.7396;50.0325;-1.5368;64.4483;49.1733;132.8783;1.9167;0.6569;143
141.2513;411337.9315;5371566.04;120.7396;50.0325;-1.5368;64.4483;49.1733;132.8783;1.9167;0.6451;141
245.6191;405428.252;5306537.869;133.5734;50.3908;-0.957;64.06;38.235;135.71;2.5583;0.6614;249
105.4106;461346.0865;5442723.769;120.7396;46.3075;-1.8074;64.215;48.25;130.3017;2.275;0.7815;115
100.9689;452302.6537;5433349.509;120.7396;46.42;-1.7304;64.6675;44.895;130.7842;2.0917;0.3683;106
94.9947;471122.2435;5479124.273;92.1853;47.2667;-1.878;64.7692;52.905;126.8033;1.7667;0.5928;105
97.2456;472552.6569;5466794.14;92.1853;47.4342;-1.8583;64.66;52.3767;128.2375;2.025;0.6736;115
100.78;465223.5606;5455293.75;120.7396;46.3567;-1.8241;64.6075;49.1383;129.19;2.1083;0.7402;108
106.8979;464630.7841;5442643.791;133.5734;46.5758;-1.8082;64.1692;49.1092;130.1167;2.2583;0.5807;109
125.5943;422075.6688;5392141.876;120.7396;49.6583;-1.5306;63.5992;47.8258;132.105;2.15;0.6396;130
113.9132;454468.779;5420410.644;133.5734;49.8917;-1.6081;63.2825;49.5958;131.0025;3.0583;0.574;117
93.0154;469977.7025;5479688.058;92.1853;46.7917;-1.916;65.2233;50.7658;126.6883;1.6;0.6173;98
93.0055;466474.088;5469673.03;92.1853;46.7;-1.8833;65.1333;49.5975;128.0192;1.625;0.5167;99
107.3768;465368.4901;5441583.211;133.5734;46.5758;-1.8082;64.1692;49.1092;130.1167;2.2583;0.5418;111
123.5366;432386.5513;5397945.576;120.7396;50.7983;-1.3372;63.2367;47.8467;131.95;2.6583;0.7239;129
106.0843;459981.6246;5439942.879;120.7396;46.2675;-1.7593;63.8867;47.4783;130.6783;2.4083;0.8469;119
109.4623;454982.5842;5427490.826;133.5734;48.3225;-1.6665;64.1583;47.4625;131.0867;2.575;0.4249;118
94.8635;474364.9504;5486931.17;92.1853;47.3583;-1.8148;64.5058;55.2392;126.4958;2.0333;0.5651;98
101.2423;469720.7741;5459180.181;133.5734;46.8325;-1.8359;64.3942;51.2533;128.7292;2.1833;0.5972;108
107.3751;465368.4901;5441583.211;133.5734;46.5758;-1.8082;64.1692;49.1092;130.1167;2.2583;0.5418;111
152.6437;409545.627;5356920.863;120.7396;51.1808;-1.3122;64.8492;48.5467;133.3267;2.025;0.5361;152
142.5319;416867.7205;5373289.353;133.5734;50.4075;-1.5033;64.3283;49.725;132.6183;1.9583;0.8543;156
99.5289;453823.0617;5440230.779;120.7396;45.4342;-1.7274;64.5433;44.3708;130.8717;2.125;0.7539;106
115.0291;454205.8807;5418253.503;133.5734;53.6925;-1.1828;61.7642;57.7725;132.12;6.2583;0.727;117
95.8886;474823.7647;5484900.97;92.1853;47.3583;-1.8148;64.5058;55.2392;126.4958;2.0333;0.6434;102
96.3572;473740.1939;5476741.196;92.1853;48.3108;-1.8554;64.9658;54.695;127.1683;1.7917;0.6232;106
97.4525;466784.9459;5460441.692;120.7396;46.8867;-1.8491;64.6442;50.6483;128.3767;1.975;0.7149;102
166.8572;401253.88;5341023.183;120.7396;51.9983;-1.0908;64.6367;48.485;134.4017;2.3583;0.8846;178
126.572;419816.5713;5391182.255;120.7396;49.585;-1.541;64.2175;48.2742;131.995;1.9667;0.8389;134
141.8963;415418.3009;5372831.536;120.7396;50.4075;-1.5033;64.3283;49.725;132.6183;1.9583;0.7924;145
123.5824;427953.3219;5397109.906;120.7396;50.1783;-1.4072;63.3383;46.6042;131.9558;2.325;0.7347;133
102.5767;472664.5976;5455851.494;92.1853;47.4742;-1.8381;64.2108;52.4783;128.3758;2.1833;0.7097;106
105.8538;457261.6915;5433513.435;120.7396;46.5883;-1.7325;64.2067;46.385;130.6825;2.3333;0.7618;121
91.55;463711.1858;5467339.97;120.7396;46.68;-1.8728;65.155;49.4192;128.4683;1.7333;0.6938;94
156.4654;408830.9088;5354266.918;120.7396;51.1808;-1.3122;64.8492;48.5467;133.3267;2.025;0.7226;156
117.7514;442746.4344;5408546.365;133.5734;52.4867;-1.1722;63.85;50.0992;131.92;3.3083;0.6817;122
112.1926;455241.479;5425409.654;133.5734;48.3225;-1.6665;64.1583;47.4625;131.0867;2.575;0.8034;122
94.2763;465034.6483;5462813.758;120.7396;46.5658;-1.8563;64.88;49.4158;128.5217;1.8417;0.8108;96
145.0245;422325.532;5373289.35;133.5734;51.7025;-1.4128;63.8683;51.2642;132.2917;2.375;0.6782;147
111.3396;439207.8447;5411385.233;120.7396;50.6058;-1.3032;64.1492;46.7517;131.4708;2.65;0.7074;118
171.6531;409041.7947;5340320.462;133.5734;52.44;-1.1492;64.095;48.5075;133.6975;2.8583;0.6636;171
144.9742;422325.532;5373289.35;133.5734;51.7025;-1.4128;63.8683;51.2642;132.2917;2.375;0.6782;147
125.1384;432134.6506;5396474.161;133.5734;50.7983;-1.3372;63.2367;47.8467;131.95;2.6583;0.7918;127
129.4352;416277.9837;5388633.265;120.7396;49.5867;-1.6387;64.9617;48.3733;132.4283;1.8167;0.6963;130
146.1167;422825.3294;5372339.726;133.5734;52.6225;-1.3976;64.5083;51.1517;132.0442;2.2417;0.6299;156
104.3168;454329.8513;5433215.559;120.7396;46.42;-1.7304;64.6675;44.895;130.7842;2.0917;0.5739;112
96.1089;473259.3833;5471920.099;92.1853;48.9817;-1.7717;66.165;53.7142;127.2583;1.7583;0.4152;111
100.7167;468362.3137;5457775.747;120.7396;46.3758;-1.848;64.4892;50.1192;129.06;2.1333;0.8331;115
174.681;410494.219;5339937.614;133.5734;52.9767;-1.1229;63.0508;48.2275;134.2725;3.2167;0.5547;179
114.9766;444995.5407;5412024.981;133.5734;50.965;-1.2755;64.0792;47.57;131.3633;2.8417;0.5895;122
105.932;456724.9031;5432998.641;120.7396;46.5883;-1.7325;64.2067;46.385;130.6825;2.3333;0.8642;123
126.1619;433233.211;5395899.39;133.5734;51.635;-1.2624;63.5742;48.775;131.7267;2.8667;0.6151;129
90.1364;465001.6901;5476955.164;92.1853;47.095;-1.8662;65.945;49.3675;127.0692;1.5583;0.4222;96
125.4967;431084.0698;5395553.527;133.5734;50.7983;-1.3372;63.2367;47.8467;131.95;2.6583;0.7142;125
107.5777;459632.7527;5433271.527;133.5734;46.9067;-1.7398;63.7258;47.9508;130.8958;2.4917;0.8517;120
112.4832;453448.1872;5423579.384;133.5734;48.1067;-1.6688;64.1892;46.7592;131.4317;2.5583;0.8209;121
91.4709;465192.6071;5473433.549;92.1853;46.7;-1.8833;65.1333;49.5975;128.0192;1.625;0.6211;96
98.5883;474421.9083;5464982.849;92.1853;48.4042;-1.854;65.1592;53.6075;127.8517;1.875;0.5359;109
143.4298;409673.5922;5368731.167;120.7396;49.6508;-1.4654;65.0867;48.4675;133.1017;1.675;0.6912;143
199.9356;412227.525;5325461.308;133.5734;52.6542;-1.1082;65.0767;42.2742;134.725;2.0;0.6845;200
114.6067;442439.558;5411256.286;133.5734;50.965;-1.2755;64.0792;47.57;131.3633;2.8417;0.6386;118
99.2616;458036.3976;5444160.207;120.7396;45.6942;-1.7532;64.2733;46.6242;130.575;2.3167;0.7157;100
102.9141;452466.5877;5432561.821;120.7396;46.42;-1.7304;64.6675;44.895;130.7842;2.0917;0.8131;105
112.2077;453454.1848;5423582.383;133.5734;48.1067;-1.6688;64.1892;46.7592;131.4317;2.5583;0.8209;120
96.0544;474681.8177;5478083.661;92.1853;48.3108;-1.8554;64.9658;54.695;127.1683;1.7917;0.6486;105
94.0402;465723.3785;5465218.801;120.7396;46.68;-1.8728;65.155;49.4192;128.4683;1.7333;0.5842;97
103.2648;469916.6893;5453328.513;92.1853;46.6208;-1.8293;64.1583;50.81;129.3275;2.2667;0.8325;115
130.0626;414978.503;5388073.487;120.7396;49.5867;-1.6387;64.9617;48.3733;132.4283;1.8167;0.8139;134
118.663;443746.0365;5408516.378;133.5734;52.4867;-1.1722;63.85;50.0992;131.92;3.3083;0.6282;125
98.3617;456512.0;5442922.703;120.7396;45.1625;-1.751;64.0267;45.1475;130.6675;2.1667;0.6306;99
111.1564;453454.1848;5423582.383;133.5734;48.1067;-1.6688;64.1892;46.7592;131.4317;2.5583;0.8209;120
94.1781;470866.3513;5486102.52;92.1853;46.7217;-1.9126;64.4892;52.8575;126.33;1.8;0.6993;101
96.7934;475326.5582;5473131.61;92.1853;48.9817;-1.7717;66.165;53.7142;127.2583;1.7583;0.5635;113
185.7031;408279.0726;5325942.134;133.5734;52.2633;-1.0944;64.9067;42.7683;134.9017;2.175;0.823;198
107.2518;458622.1522;5432959.653;133.5734;46.9067;-1.7398;63.7258;47.9508;130.8958;2.4917;0.8455;123
112.6823;454850.6322;5424138.161;133.5734;48.3225;-1.6665;64.1583;47.4625;131.0867;2.575;0.8391;118
127.9035;418027.2853;5389802.802;120.7396;49.4033;-1.5596;63.0517;49.5042;132.3442;2.1333;0.7882;135
100.9511;457562.5836;5442189.992;120.7396;45.6942;-1.7532;64.2733;46.6242;130.575;2.3167;0.3792;108
196.4026;408353.0506;5323003.288;133.5734;52.2633;-1.0944;64.9067;42.7683;134.9017;2.175;0.7008;200
127.1366;419176.8267;5390772.417;120.7396;49.4033;-1.5596;63.0517;49.5042;132.3442;2.1333;0.8243;134
152.6948;413673.9795;5357400.671;133.5734;52.33;-1.3603;64.3942;49.5275;133.0525;2.55;0.5857;156
103.5506;458691.1363;5441426.292;120.7396;46.2675;-1.7593;63.8867;47.4783;130.6783;2.4083;0.6983;112
95.1028;475109.648;5482492.92;92.1853;47.785;-1.8658;64.5983;55.11;126.7642;2.0333;0.6036;117
210.2761;412042.5981;5322566.445;133.5734;52.6542;-1.1082;65.0767;42.2742;134.725;2.0;0.8627;221
101.5977;456971.8151;5439432.089;120.7396;45.7575;-1.7318;64.2942;45.635;130.8475;2.2333;0.7385;112
115.4874;453239.2628;5416962.017;133.5734;50.6775;-1.2648;62.815;50.2875;131.725;3.3583;0.7643;117
98.9861;466817.9302;5458593.428;120.7396;46.3758;-1.848;64.4892;50.1192;129.06;2.1333;0.7808;116
189.8862;401751.6598;5321457.921;133.5734;51.7567;-0.9564;65.4158;42.1625;135.5467;2.3417;0.8994;197
128.8992;436075.0731;5394524.938;170.8073;54.2633;-1.1165;62.7917;53.46;131.55;3.8083;0.4579;133
110.8773;461301.0911;5432499.83;133.5734;47.2933;-1.7422;63.9983;48.8283;130.4675;2.4417;0.6203;113
94.8839;473907.133;5486082.509;92.1853;47.3583;-1.8148;64.5058;55.2392;126.4958;2.0333;0.7164;97
104.5521;457734.5131;5439073.23;120.7396;46.2675;-1.7593;63.8867;47.4783;130.6783;2.4083;0.8098;118
108.5609;459885.6513;5432468.845;133.5734;46.9067;-1.7398;63.7258;47.9508;130.8958;2.4917;0.7264;125
94.7316;475508.4941;5488602.503;92.1853;47.1717;-1.8868;64.5575;55.335;126.0392;2.0417;0.3684;104
107.3127;458002.3964;5432286.92;133.5734;46.9067;-1.7398;63.7258;47.9508;130.8958;2.4917;0.8606;124
210.5325;409335.668;5320610.224;133.5734;51.91;-0.9927;65.1392;40.9342;135.3533;1.9083;0.7414;217
99.6676;460928.2557;5448272.563;120.7396;45.9583;-1.8293;64.385;48.0175;130.26;2.1833;0.7259;99
98.9825;455600.3601;5442168.005;120.7396;45.1625;-1.751;64.0267;45.1475;130.6675;2.1667;0.672;99
95.4501;474868.7438;5480368.759;92.1853;47.785;-1.8658;64.5983;55.11;126.7642;2.0333;0.476;114
96.1416;473896.1316;5477008.09;92.1853;48.3108;-1.8554;64.9658;54.695;127.1683;1.7917;0.6092;106
96.391;473894.1324;5477007.09;92.1853;48.3108;-1.8554;64.9658;54.695;127.1683;1.7917;0.6092;106
94.4864;472925.5239;5482645.873;92.1853;47.2667;-1.878;64.7692;52.905;126.8033;1.7667;0.569;99
164.7006;401727.7043;5343615.153;120.7396;51.9983;-1.0908;64.6367;48.485;134.4017;2.3583;0.8557;165
110.8327;448989.9532;5419391.053;133.5734;48.8592;-1.4188;63.75;47.0967;131.5658;2.7667;0.762;125
110.8053;448989.9532;5419391.053;133.5734;48.8592;-1.4188;63.75;47.0967;131.5658;2.7667;0.762;125
99.6504;454569.7713;5445656.623;120.7396;45.1625;-1.751;64.0267;45.1475;130.6675;2.1667;0.7317;104
210.9319;409740.5075;5320935.095;133.5734;51.91;-0.9927;65.1392;40.9342;135.3533;1.9083;0.8483;223
100.2479;454569.7713;5445656.623;120.7396;45.1625;-1.751;64.0267;45.1475;130.6675;2.1667;0.7317;104
197.0916;405886.0289;5321175.016;133.5734;51.3225;-0.9903;64.6433;41.6483;135.4517;2.325;0.7534;197
96.549;474505.887;5475581.648;92.1853;48.3108;-1.8554;64.9658;54.695;127.1683;1.7917;0.6673;102
220.5493;409310.6811;5318732.961;133.5734;51.91;-0.9927;65.1392;40.9342;135.3533;1.9083;0.8339;231
109.3747;466007.2324;5437482.842;133.5734;46.9783;-1.8172;64.0508;49.2833;130.0117;2.3583;0.7886;114
165.7051;401970.6021;5342319.668;120.7396;51.9983;-1.0908;64.6367;48.485;134.4017;2.3583;0.8647;170
94.4139;469997.6891;5475003.903;92.1853;47.3458;-1.8664;65.0875;51.5158;127.265;1.675;0.5429;106
190.5271;401902.615;5319040.872;133.5734;51.7567;-0.9564;65.4158;42.1625;135.5467;2.3417;0.5147;194
218.2508;411912.6497;5320997.061;133.5734;53.3517;-1.0932;66.6167;40.29;135.0025;1.675;0.3696;221
94.2195;470330.5581;5476905.152;92.1853;47.7242;-1.8643;64.9667;53.1475;127.2967;1.7833;0.5734;104
122.0965;435963.1264;5400562.537;133.5734;51.58;-1.2154;63.5;48.8208;131.7425;2.875;0.7064;129
94.3836;470416.523;5476223.42;92.1853;47.7242;-1.8643;64.9667;53.1475;127.2967;1.7833;0.5975;104
201.6026;412769.3126;5325696.214;133.5734;52.6542;-1.1082;65.0767;42.2742;134.725;2.0;0.7306;202
94.7702;471201.2095;5476635.253;92.1853;47.7242;-1.8643;64.9667;53.1475;127.2967;1.7833;0.6011;104
206.6682;406881.6424;5319117.82;133.5734;51.3225;-0.9903;64.6433;41.6483;135.4517;2.325;0.8749;210
107.718;462742.5319;5439548.029;133.5734;46.6517;-1.7654;63.9042;48.56;130.235;2.4;0.6347;111
133.9256;414908.5218;5381985.904;120.7396;50.4125;-1.5239;64.8108;49.3342;132.375;1.9;0.631;133
195.5271;395174.3401;5308026.281;120.7396;48.4292;-0.9072;65.1517;37.7058;136.175;1.8667;0.8452;205
107.688;462715.5425;5439523.039;133.5734;46.6517;-1.7654;63.9042;48.56;130.235;2.4;0.6347;111
95.6377;472239.7939;5476488.305;92.1853;47.7242;-1.8643;64.9667;53.1475;127.2967;1.7833;0.5885;107
136.6673;413280.1659;5377846.547;120.7396;50.28;-1.5935;65.3317;49.1117;132.1;1.6417;0.7235;137
142.3788;413145.2085;5370868.317;120.7396;50.0325;-1.5368;64.4483;49.1733;132.8783;1.9167;0.6732;141
133.2711;423115.2431;5386099.272;120.7396;50.7133;-1.4238;62.1108;50.88;132.135;2.675;0.738;132
136.6747;413280.1659;5377846.547;120.7396;50.28;-1.5935;65.3317;49.1117;132.1;1.6417;0.7235;137
144.6824;409648.5999;5367132.803;120.7396;49.8725;-1.4459;64.5525;48.5408;133.3408;1.8;0.77;144
130.7699;419813.5666;5387305.793;120.7396;49.4033;-1.5596;63.0517;49.5042;132.3442;2.1333;0.627;131
136.7443;413280.1659;5377846.547;120.7396;50.28;-1.5935;65.3317;49.1117;132.1;1.6417;0.7235;137
144.6342;409648.5999;5367132.803;120.7396;49.8725;-1.4459;64.5525;48.5408;133.3408;1.8;0.77;144
128.396;426106.0553;5391798.014;120.7396;49.8175;-1.5284;62.5192;48.1925;132.0683;2.25;0.7202;129
134.514;415128.4331;5381645.04;120.7396;50.4125;-1.5239;64.8108;49.3342;132.375;1.9;0.6724;134
144.6304;409648.5999;5367132.803;120.7396;49.8725;-1.4459;64.5525;48.5408;133.3408;1.8;0.77;144
129.8854;415336.36;5388274.407;120.7396;49.5867;-1.6387;64.9617;48.3733;132.4283;1.8167;0.6601;135
135.433;419530.672;5382482.707;120.7396;49.9225;-1.5432;63.0958;50.4158;132.2708;2.325;0.8056;144
142.3826;413145.2085;5370868.317;120.7396;50.0325;-1.5368;64.4483;49.1733;132.8783;1.9167;0.6732;141
132.2759;415487.2941;5384373.957;120.7396;50.0383;-1.5332;64.8317;49.06;132.2667;1.925;0.6931;132
139.1902;416644.8156;5376256.177;120.7396;50.4075;-1.5033;64.3283;49.725;132.6183;1.9583;0.6515;139
142.3648;413145.2085;5370868.317;120.7396;50.0325;-1.5368;64.4483;49.1733;132.8783;1.9167;0.6732;141
133.2811;423115.2431;5386099.272;120.7396;50.7133;-1.4238;62.1108;50.88;132.135;2.675;0.738;132
135.6107;419530.672;5382482.707;120.7396;49.9225;-1.5432;63.0958;50.4158;132.2708;2.325;0.8056;144
130.8162;419813.5666;5387305.793;120.7396;49.4033;-1.5596;63.0517;49.5042;132.3442;2.1333;0.627;131
134.5156;415128.4331;5381645.04;120.7396;50.4125;-1.5239;64.8108;49.3342;132.375;1.9;0.6724;134
128.4109;426106.0553;5391798.014;120.7396;49.8175;-1.5284;62.5192;48.1925;132.0683;2.25;0.7202;129
139.17;416644.8156;5376256.177;120.7396;50.4075;-1.5033;64.3283;49.725;132.6183;1.9583;0.6515;139
128.3819;426106.0553;5391798.014;120.7396;49.8175;-1.5284;62.5192;48.1925;132.0683;2.25;0.7202;129
139.1896;416644.8156;5376256.177;120.7396;50.4075;-1.5033;64.3283;49.725;132.6183;1.9583;0.6515;139
132.2588;415487.2941;5384373.957;120.7396;50.0383;-1.5332;64.8317;49.06;132.2667;1.925;0.6931;132
106.5688;462715.5425;5439523.039;133.5734;46.6517;-1.7654;63.9042;48.56;130.235;2.4;0.6347;111
132.0103;415487.2941;5384373.957;120.7396;50.0383;-1.5332;64.8317;49.06;132.2667;1.925;0.6931;132
187.4393;395657.0934;5320522.301;120.7396;50.9108;-0.8855;66.1508;41.6825;135.8892;2.325;0.6445;186
188.7034;395860.0181;5319572.675;120.7396;50.9108;-0.8855;66.1508;41.6825;135.8892;2.325;0.6647;188
158.2267;404882.4745;5349448.834;120.7396;51.7558;-1.2358;64.57;48.5175;133.9392;2.1667;0.7512;160
105.9109;462715.5425;5439523.039;133.5734;46.6517;-1.7654;63.9042;48.56;130.235;2.4;0.6347;111
111.6906;462086.7787;5431631.173;133.5734;47.9333;-1.7142;63.9433;49.045;130.5333;2.525;0.8124;121
95.9255;473098.4498;5475483.696;92.1853;48.3108;-1.8554;64.9658;54.695;127.1683;1.7917;0.6201;108
191.839;397638.3291;5315792.17;120.7396;50.0725;-0.9068;65.42;39.795;135.8467;1.9333;0.7527;195
191.509;397644.3268;5315783.174;120.7396;50.0725;-0.9068;65.42;39.795;135.8467;1.9333;0.7527;195
191.6653;397644.3268;5315783.174;120.7396;50.0725;-0.9068;65.42;39.795;135.8467;1.9333;0.7527;195
158.4021;404842.4903;5349408.85;120.7396;51.7558;-1.2358;64.57;48.5175;133.9392;2.1667;0.7512;158
194.6304;394119.7577;5308859.949;120.7396;48.4292;-0.9072;65.1517;37.7058;136.175;1.8667;0.7688;203
195.0574;394129.7537;5308859.949;120.7396;48.4292;-0.9072;65.1517;37.7058;136.175;1.8667;0.7688;203
194.9457;394129.7537;5308859.949;120.7396;48.4292;-0.9072;65.1517;37.7058;136.175;1.8667;0.7688;203
96.1742;473705.2075;5476126.438;92.1853;48.3108;-1.8554;64.9658;54.695;127.1683;1.7917;0.4148;106
159.3587;403822.8959;5349278.902;120.7396;51.4492;-1.2251;65.0058;48.3058;134.2667;2.1583;0.8479;169
163.6947;404576.5761;5344130.948;120.7396;52.0667;-1.0979;63.9708;48.7892;133.9842;2.4333;0.5489;166
150.9799;414668.5847;5359470.848;133.5734;51.115;-1.4185;64.1292;49.1283;133.0925;2.3667;0.5214;154
106.477;453698.0978;5430889.481;120.7396;47.6833;-1.7045;64.9042;45.8858;130.645;2.2;0.5746;115
139.0082;412539.4566;5374778.764;120.7396;50.0225;-1.5484;65.0983;48.8325;132.6742;1.7417;0.6566;139
141.3962;411055.0442;5371390.11;120.7396;50.0325;-1.5368;64.4483;49.1733;132.8783;1.9167;0.6223;141
107.6838;440550.3091;5421021.414;120.7396;47.9283;-1.4983;63.2008;44.9183;131.7792;2.4167;0.7919;109
139.1515;412539.4566;5374778.764;120.7396;50.0225;-1.5484;65.0983;48.8325;132.6742;1.7417;0.6566;139
137.2821;413935.9036;5377567.658;120.7396;50.28;-1.5935;65.3317;49.1117;132.1;1.6417;0.6275;140
101.1645;452990.383;5434290.135;120.7396;46.42;-1.7304;64.6675;44.895;130.7842;2.0917;0.819;103
137.9588;412539.4566;5374778.764;120.7396;50.0225;-1.5484;65.0983;48.8325;132.6742;1.7417;0.6566;139
160.3021;402923.2511;5348549.192;120.7396;51.4492;-1.2251;65.0058;48.3058;134.2667;2.1583;0.7891;161
138.284;412539.4566;5374778.764;120.7396;50.0225;-1.5484;65.0983;48.8325;132.6742;1.7417;0.6566;139
139.5536;414098.8335;5374838.74;120.7396;50.4075;-1.5033;64.3283;49.725;132.6183;1.9583;0.652;138
107.2743;442034.7189;5421162.357;120.7396;47.88;-1.4782;62.6783;45.96;131.8542;2.625;0.6754;108
139.1245;412539.4566;5374778.764;120.7396;50.0225;-1.5484;65.0983;48.8325;132.6742;1.7417;0.6566;139
140.8464;413927.8991;5373183.397;120.7396;50.0225;-1.5484;65.0983;48.8325;132.6742;1.7417;0.7852;140
99.2901;460905.2638;5446825.139;120.7396;45.9583;-1.8293;64.385;48.0175;130.26;2.1833;0.8724;101
107.5774;441132.0783;5420518.612;120.7396;47.9283;-1.4983;63.2008;44.9183;131.7792;2.4167;0.8204;108
97.9264;454572.7701;5445655.623;120.7396;45.1625;-1.751;64.0267;45.1475;130.6675;2.1667;0.7317;104
107.8234;441561.9081;5419597.975;120.7396;47.9283;-1.4983;63.2008;44.9183;131.7792;2.4167;0.8102;115
161.1401;404112.7709;5346849.867;120.7396;51.7558;-1.2358;64.57;48.5175;133.9392;2.1667;0.8326;165
105.6856;463090.3969;5444115.21;133.5734;46.3075;-1.8074;64.215;48.25;130.3017;2.275;0.5353;108
109.1189;456968.8016;5429867.881;133.5734;47.7867;-1.7029;65.075;46.62;130.8275;2.3583;0.6909;119
100.5973;467148.7969;5457569.835;120.7396;46.3758;-1.848;64.4892;50.1192;129.06;2.1333;0.8354;114
108.3667;441050.1128;5418380.456;120.7396;48.8558;-1.4403;63.2575;45.765;131.9183;2.5583;0.6644;112
97.9324;455173.531;5444292.163;120.7396;45.1625;-1.751;64.0267;45.1475;130.6675;2.1667;0.792;106
98.2612;455173.531;5444292.163;120.7396;45.1625;-1.751;64.0267;45.1475;130.6675;2.1667;0.792;106
103.4819;460465.4355;5443423.493;120.7396;45.6942;-1.7532;64.2733;46.6242;130.575;2.3167;0.8119;121
107.644;442814.4102;5419090.175;120.7396;47.88;-1.4782;62.6783;45.96;131.8542;2.625;0.6176;109
103.4847;460465.4355;5443423.493;120.7396;45.6942;-1.7532;64.2733;46.6242;130.575;2.3167;0.8119;121
107.0269;443355.1949;5419377.062;120.7396;47.88;-1.4782;62.6783;45.96;131.8542;2.625;0.7836;108
98.1669;455598.3609;5442165.007;120.7396;45.1625;-1.751;64.0267;45.1475;130.6675;2.1667;0.672;99
167.6781;408955.8324;5341835.86;133.5734;52.44;-1.1492;64.095;48.5075;133.6975;2.8583;0.4727;175
130.0383;422140.6381;5389168.055;120.7396;49.5775;-1.5506;62.0033;50.2983;132.07;2.4833;0.6463;135
98.4909;456512.9996;5442923.703;120.7396;45.1625;-1.751;64.0267;45.1475;130.6675;2.1667;0.6306;99
108.4416;439955.5487;5418088.571;120.7396;48.8558;-1.4403;63.2575;45.765;131.9183;2.5583;0.7065;110
108.4292;439956.5483;5418090.57;120.7396;48.8558;-1.4403;63.2575;45.765;131.9183;2.5583;0.7065;110
108.2229;439246.8297;5419044.194;120.7396;47.9283;-1.4983;63.2008;44.9183;131.7792;2.4167;0.1647;112
129.8955;423571.0664;5389727.834;120.7396;49.9292;-1.4802;61.6508;50.1392;132.1075;2.625;0.6563;130
98.3933;456530.9919;5442232.977;120.7396;45.1625;-1.751;64.0267;45.1475;130.6675;2.1667;0.6572;99
195.8594;396990.617;5307550.469;120.7396;47.8317;-0.9023;65.0858;36.2392;136.215;1.825;0.5399;207
100.9438;457564.5828;5442191.991;120.7396;45.6942;-1.7532;64.2733;46.6242;130.575;2.3167;0.3792;108
109.1237;455950.2038;5429221.139;133.5734;47.7867;-1.7029;65.075;46.62;130.8275;2.3583;0.5438;118
133.393;423065.2629;5385984.318;120.7396;50.7133;-1.4238;62.1108;50.88;132.135;2.675;0.738;132
107.9364;442685.462;5418304.486;120.7396;49.0583;-1.4246;63.0875;46.6533;131.9092;2.7667;0.8725;121
96.4012;455189.5216;5440894.512;120.7396;45.7575;-1.7318;64.2942;45.635;130.8475;2.2333;0.627;102
